,0,1,2,3
2633,142,6,203,12
2634,168,7,244,20
2635,164,7,253,19
2636,144,6,216,18
2637,155,6,245,20
2638,174,7,256,19
2639,165,5,225,11
2640,184,10,276,18
2641,166,7,259,23
2642,175,6,298,30
2643,167,5,254,22
2644,156,8,240,18
2645,174,4,260,30
2646,180,7,254,18
2647,189,10,300,28
2648,177,8,263,23
2649,194,9,319,37
2650,151,8,224,18
2651,171,6,254,22
2652,156,8,253,29
2653,171,9,270,24
2654,173,6,226,6
2655,196,11,277,20
2656,191,11,280,24
2657,163,5,231,11
2658,194,11,313,29
2659,153,4,242,22
2660,161,6,227,18
2661,192,6,239,7
2662,199,10,251,9
2663,176,12,259,22
2664,171,5,244,16
2665,184,11,246,13
2666,187,8,247,12
2667,188,7,253,12
2668,172,10,239,15
2669,170,13,183,1
2670,149,7,185,3
2671,154,9,200,8
2672,181,4,233,10
2673,175,7,230,13
2674,171,9,202,2
2675,168,9,192,2
2676,181,11,237,9
2677,189,9,239,6
2678,186,12,228,5
2679,176,7,240,14
2680,160,4,238,20
2681,187,7,283,23
2682,171,7,244,14
2683,192,7,263,14
2684,176,6,260,18
2685,150,10,190,4
2686,162,11,234,19
2687,156,7,198,7
2688,186,10,270,21
2689,163,5,207,8
2690,193,11,365,52
2691,162,6,273,29
2692,158,10,260,34
2693,191,5,262,16
2694,198,14,252,4
2695,197,20,224,0
2696,152,14,212,10
2697,180,21,225,6
2698,193,17,229,1
2699,176,12,306,30
2700,197,10,299,28
2701,162,8,283,31
2702,194,6,269,13
2703,173,5,222,5
2704,170,9,284,35
2705,181,10,306,37
2706,188,18,318,34
2707,161,6,262,23
2708,142,7,214,18
2709,147,4,246,29
2710,157,13,251,27
2711,191,10,301,31
2712,139,22,204,7
2713,154,17,202,3
2714,175,9,308,39
2715,162,13,227,17
2716,189,14,256,7
2717,178,8,246,13
2718,168,7,241,19
2719,164,8,256,20
2720,141,8,199,15
2721,142,6,201,8
2722,175,6,269,23
2723,156,4,216,9
2724,170,6,223,13
2725,177,7,301,39
2726,188,30,328,44
2727,166,7,228,18
2728,152,8,222,15
2729,175,9,295,36
2730,145,7,242,30
2731,196,13,302,30
2732,177,12,279,28
2733,159,10,281,34
2734,156,6,247,23
2735,150,5,286,51
2736,171,14,276,28
2737,182,9,290,29
2738,176,6,271,26
2739,189,9,348,46
2740,169,7,271,28
2741,161,8,230,16
2742,163,11,228,9
2743,177,8,307,39
2744,196,7,357,46
2745,166,20,259,25
2746,191,9,300,23
2747,198,10,304,28
2748,178,12,273,22
2749,162,8,272,31
2750,196,12,375,58
2751,158,4,231,10
2752,177,7,281,28
2753,166,5,257,23
2754,143,6,245,25
2755,168,11,225,11
2756,183,8,288,29
2757,194,13,290,30
2758,161,10,235,17
2759,157,10,240,18
2760,188,11,264,22
2761,162,11,244,20
2762,154,9,230,12
2763,190,11,250,15
2764,141,8,219,23
2765,174,18,229,6
2766,165,5,270,30
2767,176,7,266,28
2768,188,10,278,26
2769,190,12,302,40
2770,182,9,305,31
2771,173,9,282,34
2772,163,7,291,34
2773,163,5,277,34
2774,160,14,228,15
2775,157,7,259,24
2776,142,8,193,6
2777,198,11,293,18
2778,178,10,254,18
2779,160,9,232,20
2780,190,14,336,39
2781,153,4,280,36
2782,145,7,229,27
2783,177,14,238,13
2784,147,6,202,9
2785,172,14,244,18
2786,194,10,346,43
2787,161,8,323,45
2788,195,10,350,45
2789,181,9,317,40
2790,187,26,302,24
2791,191,16,323,38
2792,188,9,371,54
2793,165,7,320,39
2794,195,19,286,25
2795,169,11,268,24
2796,170,6,319,42
2797,178,11,315,41
2798,199,11,347,37
2799,151,15,265,26
2800,187,7,335,49
2801,179,10,308,39
2802,171,14,276,30
2803,194,19,262,10
2804,144,6,271,38
2805,193,11,408,61
2806,140,8,300,52
2807,143,8,295,53
2808,148,9,311,47
2809,177,9,321,40
2810,172,9,324,39
2811,171,10,336,52
2812,181,14,336,47
2813,145,9,238,27
2814,180,13,352,53
2815,199,18,301,29
2816,177,8,306,37
2817,168,15,297,35
2818,189,23,272,21
2819,162,17,231,7
2820,149,11,218,13
2821,140,16,212,12
2822,173,12,237,9
2823,141,14,210,10
2824,158,14,219,12
2825,180,21,235,6
2826,189,22,260,10
2827,177,22,227,9
2828,161,24,207,9
2829,145,11,237,22
2830,164,14,254,17
2831,190,17,266,14
2832,150,13,248,19
2833,146,14,241,26
