,Index,Sents,Words,C_W_C,S_C,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,MaxDepth,AVGDepth
1448,1448,5,182,26,287,7,25,13,10,11,24,0,32,3,4,16,12,20,3,0,22,76.0,40.4
1449,1449,5,192,30,316,14,31,7,15,4,21,0,34,0,4,23,11,19,6,0,22,63.0,42.2
1450,1450,6,170,17,258,16,18,19,7,8,23,0,34,1,2,13,0,19,5,0,24,53.0,31.5
1451,1451,8,171,11,236,8,18,5,19,7,10,0,26,4,6,29,8,31,7,0,24,42.0,25.25
1452,1452,6,153,24,236,13,23,5,9,7,15,0,25,1,5,16,9,17,7,0,18,53.0,28.33
1453,1453,12,196,17,274,17,21,14,10,7,23,3,40,3,3,23,5,43,1,0,26,39.0,19.92
1454,1454,6,161,21,251,11,17,14,6,11,17,0,30,0,5,19,3,26,5,0,23,70.0,31.17
1455,1455,13,199,3,241,18,18,10,15,8,24,0,33,0,13,31,0,31,4,0,25,28.0,16.43
1456,1456,11,199,12,282,10,25,8,9,12,21,0,39,1,5,21,20,37,2,0,26,50.0,21.45
1457,1457,6,149,12,215,9,12,13,14,7,12,0,23,2,8,19,3,23,7,0,20,45.0,28.67
1458,1458,15,196,10,264,14,14,11,13,9,22,1,30,6,3,33,0,56,3,0,37,33.0,14.82
1459,1459,15,182,35,303,15,15,6,8,9,18,0,57,2,3,8,14,50,1,0,25,44.0,15.47
1460,1460,6,159,5,202,21,18,5,13,11,23,0,37,0,1,17,3,16,1,0,9,45.0,29.17
1461,1461,7,195,11,265,20,22,6,9,15,25,0,49,1,4,13,5,27,4,0,22,76.0,31.71
1462,1462,8,202,9,263,20,27,9,8,18,11,0,36,0,7,30,2,42,5,0,29,52.0,24.4
1463,1463,6,162,16,241,15,20,8,6,8,19,0,39,0,7,15,2,25,3,0,20,60.0,31.17
1464,1464,8,154,24,242,15,13,8,17,10,15,0,23,0,6,24,0,25,5,0,18,45.0,22.38
1465,1465,13,202,22,296,15,16,17,13,5,26,0,38,2,7,25,5,51,5,0,28,28.0,16.87
1466,1466,8,206,25,308,19,32,8,18,8,19,0,38,0,4,22,13,26,4,0,21,39.0,29.0
1467,1467,14,202,8,264,21,19,8,14,6,21,0,37,1,4,34,5,49,4,0,28,57.0,15.69
1468,1468,9,190,6,243,20,19,7,17,10,30,0,32,0,4,23,2,37,3,0,23,49.0,25.22
1469,1469,3,193,27,303,20,34,7,11,8,22,0,41,0,3,12,6,31,4,0,25,125.0,74.67
1470,1470,9,176,28,274,7,11,8,15,9,24,0,40,3,8,10,1,22,7,0,33,48.0,22.0
1471,1471,7,154,11,215,11,10,16,11,10,12,0,17,2,5,17,6,24,5,0,32,37.0,25.43
1472,1472,10,191,22,303,25,18,9,8,7,24,1,32,4,3,18,7,28,5,0,30,42.0,21.9
1473,1473,10,204,26,308,11,25,14,14,9,25,0,36,3,2,13,17,27,6,3,26,60.0,23.1
1474,1474,10,196,21,288,13,26,14,5,8,23,0,40,3,5,26,2,26,4,0,27,40.0,22.2
1475,1475,8,179,10,249,11,26,12,12,9,15,0,26,2,5,24,6,24,5,0,26,45.0,25.38
1476,1476,8,176,21,271,14,23,4,12,7,24,0,30,2,5,12,16,30,3,0,20,45.0,25.75
1477,1477,5,199,17,306,25,32,11,12,10,25,0,43,9,1,4,1,23,2,0,24,79.0,44.4
1478,1478,7,189,21,282,18,29,11,6,10,22,0,45,1,3,23,0,28,3,0,18,96.0,31.0
1479,1479,8,195,14,277,24,26,8,5,6,29,0,46,0,7,14,2,31,3,0,25,49.0,28.25
1480,1480,10,177,15,259,13,19,17,8,10,16,0,28,2,5,21,8,28,5,0,25,39.0,20.5
1481,1481,10,192,17,285,10,18,8,13,11,26,0,38,2,6,15,7,24,8,0,30,33.0,21.6
1482,1482,6,182,26,281,20,21,7,17,7,25,0,33,3,3,15,5,22,8,0,18,52.0,34.0
1483,1483,7,179,40,313,27,26,4,7,6,23,0,42,0,3,12,4,29,5,0,20,43.0,29.71
1484,1484,9,157,12,223,8,14,7,19,6,15,0,21,2,8,28,0,31,5,0,24,49.0,20.89
1485,1485,7,185,17,266,15,20,12,14,8,27,0,42,1,3,24,1,29,5,0,13,65.0,30.57
1486,1486,7,198,18,263,9,18,17,13,11,18,0,31,0,6,37,1,26,8,0,29,66.0,32.0
1487,1487,7,176,45,327,22,33,10,11,9,20,0,43,1,2,9,0,21,4,0,12,60.0,28.14
1488,1488,7,199,33,323,10,30,6,18,2,31,0,41,0,5,18,6,16,7,0,25,46.0,30.71
1489,1489,4,160,7,231,10,26,4,12,2,29,0,36,0,4,10,0,14,7,0,20,82.0,43.5
1490,1490,8,197,22,303,16,18,10,20,5,23,0,30,1,9,12,12,25,10,0,31,42.0,27.75
1491,1491,8,177,26,277,12,29,4,8,6,22,0,26,4,2,15,26,23,4,0,19,35.0,25.0
1492,1492,5,197,25,295,15,14,18,28,4,23,0,27,3,4,17,9,24,13,0,22,75.0,44.2
1493,1493,8,170,15,251,18,23,4,7,9,30,0,35,6,1,8,10,28,2,0,17,39.0,24.75
1494,1494,6,148,20,227,12,23,2,4,3,23,0,31,3,3,9,22,28,1,0,12,61.0,29.33
1495,1495,5,170,15,250,10,21,12,16,6,23,0,33,0,6,9,5,21,8,0,21,75.0,38.2
1496,1496,6,197,23,312,19,24,12,10,17,24,0,34,0,4,12,8,35,4,0,29,79.0,38.67
1497,1497,2,179,25,271,8,23,10,17,19,23,0,36,1,5,13,3,26,3,0,18,113.0,68.33
1498,1498,6,198,30,316,15,26,7,15,9,34,0,27,4,3,12,23,18,5,0,18,71.0,36.0
1499,1499,8,181,14,252,7,21,4,19,4,23,0,34,0,5,25,3,20,7,0,29,36.0,25.12
1500,1500,9,183,9,257,10,29,9,10,6,17,0,33,5,1,28,4,19,7,0,24,48.0,22.44
1501,1501,7,176,29,285,15,22,15,11,13,9,0,32,1,4,28,4,17,4,0,18,56.0,27.57
1502,1502,7,173,10,237,15,30,7,8,7,38,0,41,0,1,5,3,21,2,0,16,41.0,27.71
1503,1503,8,183,17,263,14,18,11,13,10,26,0,43,0,7,8,0,13,5,0,28,37.0,24.5
1504,1504,9,198,15,280,12,18,8,20,9,34,0,43,1,5,16,0,20,6,0,26,47.0,24.22
1505,1505,6,164,16,242,12,25,9,7,8,26,0,37,2,2,11,2,19,3,0,20,42.0,30.5
1506,1506,8,181,19,264,17,17,6,14,11,31,0,47,0,0,13,0,16,3,0,22,44.0,24.75
1507,1507,5,165,18,249,13,13,9,15,5,18,0,30,1,6,21,0,12,10,0,24,54.0,35.4
1508,1508,6,150,14,227,9,23,6,9,7,19,0,29,1,5,14,13,22,2,0,13,37.0,28.67
1509,1509,8,181,5,232,7,20,14,14,12,9,0,23,2,7,36,5,31,2,0,30,36.0,26.5
1510,1510,9,201,29,316,14,28,14,9,9,20,0,45,1,3,26,0,32,6,0,26,70.0,25.89
1511,1511,6,158,11,232,7,21,3,14,11,20,0,33,1,5,10,7,22,5,0,21,55.0,30.0
1512,1512,11,191,16,275,10,22,5,17,4,19,0,47,1,4,24,4,24,6,0,28,46.0,19.55
1513,1513,8,204,17,279,10,23,8,15,6,21,0,38,5,5,27,10,29,11,1,24,63.0,29.0
1514,1514,7,180,14,252,11,23,5,11,8,25,0,45,2,5,14,4,29,6,0,21,65.0,29.86
1515,1515,5,195,16,275,11,25,5,16,14,30,0,51,0,5,19,0,28,3,0,16,77.0,44.6
1516,1516,7,156,14,231,10,23,3,8,4,28,0,36,2,0,10,12,15,2,0,18,42.0,24.43
1517,1517,8,151,10,223,8,22,5,15,5,27,0,37,2,2,8,0,13,2,0,18,30.0,20.5
1518,1518,7,199,31,317,23,28,10,9,6,33,0,46,2,4,7,10,22,7,0,14,70.0,31.57
1519,1519,8,194,17,282,20,28,12,12,7,22,0,38,0,3,18,7,27,5,0,22,43.0,27.62
1520,1520,8,153,18,227,7,21,6,9,4,17,0,29,7,3,19,14,27,2,0,15,35.0,22.5
1521,1521,6,174,4,234,13,31,4,9,10,25,0,47,3,1,6,0,16,5,0,20,52.0,31.67
1522,1522,10,177,12,260,20,25,6,4,7,31,0,46,0,0,7,2,30,3,0,26,38.0,20.7
1523,1523,6,151,25,234,15,20,6,7,5,18,0,26,1,4,15,13,15,5,0,16,48.0,27.67
1524,1524,8,170,17,246,10,20,5,21,5,24,0,34,2,7,14,1,19,4,0,23,42.0,23.62
1525,1525,8,181,18,273,13,32,8,9,5,20,0,30,3,5,16,16,20,4,0,20,39.0,25.12
1526,1526,11,183,12,258,10,15,9,9,11,19,0,30,3,7,29,11,24,3,0,27,41.0,18.82
1527,1527,7,141,6,187,6,18,5,11,8,22,0,32,5,3,5,8,29,2,0,16,37.0,24.29
1528,1528,6,167,16,239,14,25,4,13,6,24,0,35,3,1,17,1,14,5,0,19,63.0,30.17
1529,1529,6,196,19,285,22,34,2,6,11,32,0,56,1,1,9,0,29,2,0,20,46.0,37.5
1530,1530,4,147,13,206,7,14,20,12,14,13,0,27,0,4,15,0,24,2,0,19,92.0,42.75
1531,1531,14,184,4,230,16,19,8,12,11,14,2,38,5,6,23,2,47,4,0,24,32.0,13.11
1532,1532,27,190,1,229,14,10,11,8,8,26,1,49,0,4,21,0,39,1,0,37,15.0,8.48
1533,1533,8,177,26,281,19,21,10,15,5,18,0,34,0,3,26,0,29,9,0,17,57.0,25.75
1534,1534,10,196,18,290,24,28,5,15,7,31,0,42,1,2,16,2,22,2,0,21,38.0,21.8
1535,1535,6,189,16,270,13,18,9,11,18,26,0,32,3,3,16,15,26,6,0,19,63.0,35.83
1536,1536,10,182,9,241,8,21,11,13,10,17,1,25,2,4,31,6,35,4,0,29,50.0,19.73
1537,1537,8,198,2,239,9,20,11,12,19,26,1,36,0,7,15,3,27,4,0,35,40.0,28.12
1538,1538,5,166,14,234,7,21,9,18,5,20,0,30,1,5,19,3,25,6,0,22,72.0,38.2
1539,1539,7,152,18,231,12,21,7,7,9,14,0,32,3,6,14,5,27,2,0,20,59.0,25.57
1540,1540,5,196,31,300,11,26,13,15,8,21,0,34,2,4,21,3,33,13,0,25,121.0,45.8
1541,1541,12,202,9,270,8,23,8,15,9,36,0,45,0,2,21,3,44,4,0,28,36.0,20.5
1542,1542,6,189,39,312,12,30,12,15,12,16,0,37,2,4,19,7,22,5,0,18,71.0,35.17
1543,1543,7,191,24,298,17,25,12,7,9,13,0,30,1,8,33,3,17,5,0,28,42.0,29.71
1544,1544,8,164,10,231,13,25,6,8,5,20,0,34,1,3,22,0,16,2,0,25,46.0,22.5
1545,1545,10,173,15,251,16,13,10,14,11,12,0,30,3,8,24,7,25,3,0,22,35.0,19.8
1546,1546,3,163,14,226,9,24,13,8,7,17,0,31,2,2,24,1,19,6,0,19,145.0,60.67
1547,1547,6,191,5,250,14,26,10,9,15,22,0,33,3,0,17,14,19,4,0,24,63.0,35.0
1548,1548,10,194,19,292,14,32,3,13,12,25,0,40,2,4,19,8,21,1,0,21,35.0,21.5
1549,1549,9,175,10,237,7,21,12,12,7,13,0,24,8,2,31,10,23,7,0,21,44.0,22.0
1550,1550,15,190,11,262,12,23,14,21,3,19,0,29,0,4,34,3,35,4,0,24,38.0,13.24
1551,1551,13,156,15,217,8,15,12,11,3,16,2,25,1,5,27,5,37,4,0,22,24.0,11.35
1552,1552,6,175,17,243,14,27,11,5,7,17,0,34,5,3,21,14,30,4,1,12,46.0,34.17
1553,1553,9,176,19,273,23,22,11,5,7,19,0,31,0,1,21,10,25,3,0,23,45.0,22.33
1554,1554,8,185,18,269,9,23,8,18,6,21,0,33,2,3,20,12,24,8,0,22,43.0,26.12
1555,1555,8,182,2,230,13,22,9,6,12,23,0,37,2,3,19,4,30,5,0,27,53.0,23.56
1556,1556,5,173,10,241,8,23,9,19,6,24,0,33,1,2,22,0,19,5,0,21,77.0,38.4
1557,1557,6,186,33,310,20,23,8,8,12,24,0,32,0,6,14,10,20,6,0,23,47.0,34.33
1558,1558,6,181,22,273,11,24,12,3,15,19,0,39,3,14,12,5,22,2,0,22,44.0,33.83
1559,1559,6,152,12,214,8,20,10,10,6,11,0,25,2,2,27,6,25,5,0,20,55.0,29.5
1560,1560,7,162,20,255,14,16,12,14,10,29,0,40,1,0,10,0,23,2,0,14,41.0,26.43
1561,1561,6,206,23,316,17,30,11,10,5,22,0,48,0,5,27,8,31,3,0,20,59.0,39.5
1562,1562,9,196,16,296,5,22,5,20,5,28,0,41,4,8,18,9,11,5,0,26,32.0,23.0
1563,1563,7,192,16,277,15,32,12,6,17,27,2,34,0,1,23,0,28,1,0,22,60.0,31.43
1564,1564,6,177,13,241,11,23,16,9,10,24,0,29,0,0,19,3,21,11,0,22,47.0,33.0
1565,1565,2,147,18,232,17,19,7,8,7,14,0,29,1,2,18,5,21,3,0,17,100.0,84.0
1566,1566,9,163,17,246,18,19,5,3,10,27,0,48,0,4,11,3,31,0,0,15,28.0,21.56
1567,1567,8,164,19,254,14,19,17,10,3,11,0,24,5,3,24,0,21,9,1,24,46.0,23.12
1568,1568,6,195,27,313,19,26,15,9,8,20,1,38,1,4,22,6,25,6,0,20,57.0,36.67
1569,1569,5,166,22,250,11,27,6,11,9,26,0,31,1,3,18,1,23,5,0,17,53.0,37.8
1570,1570,10,191,16,282,10,24,7,9,10,34,0,47,4,1,19,0,23,2,0,24,36.0,21.4
1571,1571,6,165,18,244,10,23,11,14,4,16,0,33,0,4,26,1,17,6,0,17,53.0,30.33
1572,1572,8,191,15,267,14,20,13,17,8,17,0,28,2,6,27,1,18,9,0,29,36.0,26.12
1573,1573,8,197,9,272,22,32,16,3,9,28,0,44,4,3,9,0,25,3,0,24,55.0,27.75
1574,1574,8,168,18,258,23,24,4,14,6,26,0,27,0,4,7,16,15,3,0,14,36.0,22.88
1575,1575,10,198,0,244,15,23,16,5,19,23,0,24,0,3,26,3,23,5,0,36,37.0,22.1
1576,1576,12,195,11,277,8,19,8,15,6,11,1,26,2,5,44,17,55,5,0,28,38.0,17.86
1577,1577,7,199,22,292,14,30,13,7,14,27,1,43,0,3,19,4,26,3,0,21,81.0,32.14
1578,1578,5,154,29,261,8,21,12,12,2,16,0,22,1,2,20,9,19,8,0,18,92.0,34.6
1579,1579,7,143,17,228,15,10,4,9,6,13,0,22,9,1,6,30,30,4,0,14,40.0,24.71
1580,1580,11,187,18,277,9,22,10,10,5,17,0,31,3,6,22,20,35,7,0,25,35.0,20.18
1581,1581,8,194,28,304,20,25,11,15,5,21,0,35,0,6,19,13,20,4,0,20,52.0,26.75
1582,1582,13,173,16,260,6,23,5,9,9,18,1,35,4,6,11,18,37,3,0,25,26.0,16.15
1583,1583,11,191,7,241,11,17,7,14,7,25,3,28,2,6,24,8,30,10,0,29,38.0,20.09
1584,1584,8,195,12,258,10,20,13,10,9,24,2,32,2,4,32,0,27,9,0,28,56.0,27.75
1585,1585,11,200,1,240,7,24,9,13,14,23,1,33,1,7,24,12,23,7,0,25,51.0,20.27
1586,1586,9,194,11,269,11,27,10,15,13,22,0,38,1,6,20,3,29,8,0,20,56.0,24.78
1587,1587,12,201,5,262,18,16,16,12,11,30,0,32,0,8,22,5,30,5,0,26,42.0,19.25
1588,1588,9,180,20,262,20,18,4,15,11,20,0,28,3,4,21,7,35,4,0,25,39.0,23.89
1589,1589,9,203,27,308,20,24,17,18,6,23,2,34,1,8,22,1,37,4,0,23,67.0,26.67
1590,1590,9,178,13,259,11,22,20,11,7,18,0,34,1,4,19,2,17,5,0,24,35.0,21.67
1591,1591,7,190,3,235,15,17,11,14,7,25,0,33,0,3,29,0,37,9,0,27,43.0,25.22
1592,1592,6,191,26,305,24,30,12,10,12,20,0,39,2,2,19,1,28,5,0,15,60.0,36.5
1593,1593,8,181,6,232,11,21,8,12,11,23,1,35,1,2,22,2,32,6,0,26,41.0,26.5
1594,1594,8,183,14,256,21,23,9,9,5,18,2,28,0,4,20,15,41,3,0,26,42.0,28.0
1595,1595,8,158,10,213,11,16,3,4,8,26,0,50,1,3,10,3,32,3,0,20,56.0,23.75
1596,1596,5,152,29,257,17,24,12,10,7,17,0,39,0,1,13,0,20,3,0,9,87.0,34.4
1597,1597,3,192,28,315,21,33,12,8,8,28,0,47,3,2,13,1,29,2,0,14,111.0,73.67
1598,1598,6,166,4,205,8,15,8,7,7,17,0,25,1,9,26,5,29,7,0,31,61.0,32.67
1599,1599,11,185,15,266,6,23,9,11,13,23,0,38,3,6,11,14,26,4,0,24,38.0,19.18
1600,1600,7,184,32,301,14,23,11,12,6,22,0,40,2,3,16,10,26,6,0,19,53.0,30.0
1601,1601,8,178,16,252,10,15,14,14,11,14,0,28,1,7,28,6,28,4,0,26,56.0,25.75
1602,1602,6,183,17,259,10,27,8,10,6,28,0,49,0,1,15,4,33,4,0,21,58.0,27.0
1603,1603,11,173,14,265,5,20,12,10,8,16,0,25,1,2,28,9,41,6,0,31,40.0,16.46
1604,1604,9,197,19,286,23,20,10,17,8,13,0,30,6,2,37,10,44,4,0,17,69.0,26.78
1605,1605,7,187,9,256,12,18,14,12,10,29,0,26,0,6,16,6,14,8,0,30,42.0,28.71
1606,1606,7,186,16,274,11,24,13,14,10,25,0,38,2,0,21,0,41,4,0,24,48.0,32.43
1607,1607,8,190,22,286,24,22,10,14,10,16,0,41,2,4,20,5,27,4,0,18,68.0,27.12
1608,1608,11,202,4,258,8,21,11,5,14,19,0,37,1,8,26,8,36,7,0,37,54.0,21.64
1609,1609,8,182,20,273,15,22,3,14,8,28,0,49,3,5,6,0,22,4,0,25,42.0,25.5
1610,1610,3,191,37,331,19,27,9,12,4,23,0,38,1,3,10,12,26,9,0,23,102.0,72.33
1611,1611,7,178,30,303,12,27,3,12,10,35,0,49,1,2,1,0,19,2,0,24,58.0,28.14
1612,1612,7,171,21,264,12,28,5,7,2,25,0,48,14,1,5,4,21,2,0,18,54.0,27.43
1613,1613,7,190,16,271,10,21,13,14,10,31,0,41,1,2,6,4,20,9,0,28,51.0,30.0
1614,1614,6,194,18,272,16,22,6,13,10,32,0,47,2,2,10,3,17,6,0,25,62.0,35.17
1615,1615,8,200,46,356,15,19,11,13,12,25,0,44,0,7,10,2,28,6,0,36,44.0,28.5
1616,1616,6,164,33,282,11,24,8,7,2,25,0,47,10,2,6,0,21,6,1,15,54.0,30.83
1617,1617,4,191,21,295,23,28,11,11,4,17,0,40,15,3,13,1,14,6,0,19,78.0,51.25
1618,1618,3,161,41,293,11,26,5,10,8,24,0,41,7,0,4,5,20,2,0,18,78.0,60.33
1619,1619,5,193,40,335,14,35,9,12,9,28,0,52,2,5,7,2,22,3,0,15,75.0,43.0
1620,1620,6,183,35,315,15,24,8,8,13,20,0,55,7,3,4,4,33,3,0,19,81.0,36.0
1621,1621,8,201,32,331,18,32,8,11,6,23,0,52,10,2,5,12,29,4,0,18,70.0,28.75
1622,1622,6,167,26,280,27,22,14,11,6,14,0,36,3,2,8,9,34,1,0,14,44.0,33.5
1623,1623,5,191,25,303,19,34,11,10,9,22,0,35,2,3,22,4,30,5,0,15,78.0,44.2
1624,1624,4,148,19,216,14,17,10,12,7,11,0,24,0,4,20,9,22,5,0,15,63.0,42.5
1625,1625,10,162,18,247,11,13,18,21,5,10,0,20,0,5,31,1,23,6,0,21,64.0,18.5
1626,1626,7,203,28,315,22,28,16,10,12,25,0,41,8,2,8,7,28,6,1,17,60.0,33.0
1627,1627,9,187,11,254,12,26,21,18,8,19,0,34,17,0,7,0,25,2,2,20,39.0,23.56
1628,1628,9,186,33,321,13,24,17,14,6,16,0,42,0,5,15,10,25,6,0,18,51.0,23.44
1629,1629,7,180,32,288,13,26,9,11,5,26,0,26,2,3,13,21,20,5,0,20,42.0,28.57
1630,1630,6,199,41,356,30,29,14,11,13,26,0,47,0,3,9,0,29,4,0,13,56.0,38.0
1631,1631,7,177,30,311,15,26,11,13,7,21,0,42,2,2,10,3,13,3,0,22,45.0,27.14
1632,1632,3,179,39,321,12,25,15,18,8,21,0,42,1,3,6,0,25,7,0,21,87.0,68.0
1633,1633,10,180,29,296,17,23,8,15,7,19,0,38,0,1,12,10,14,6,0,24,41.0,19.4
1634,1634,6,196,22,300,10,32,9,13,9,32,0,52,0,5,10,0,17,4,0,20,78.0,35.5
1635,1635,7,192,22,287,19,34,12,13,5,25,0,51,5,2,1,7,17,1,2,15,45.0,29.86
1636,1636,7,203,44,359,18,28,10,17,8,21,0,48,2,4,15,0,28,6,0,26,53.0,33.0
1637,1637,12,185,12,254,9,30,9,14,9,24,0,59,15,0,1,1,36,1,1,12,48.0,18.42
1638,1638,9,181,19,274,12,26,2,11,9,22,0,66,14,1,3,5,27,1,0,9,31.0,23.11
1639,1639,5,185,27,283,10,29,8,15,4,28,0,41,4,4,10,4,20,7,0,21,73.0,41.0
1640,1640,8,198,46,358,19,35,13,11,6,26,0,44,4,2,3,15,21,2,0,18,40.0,27.38
1641,1641,9,189,29,290,9,30,8,12,6,27,1,35,5,3,15,13,32,6,0,18,36.0,24.56
1642,1642,4,199,27,310,8,25,14,19,8,28,0,40,1,5,14,2,16,9,0,26,70.0,53.75
1643,1643,5,190,24,309,10,29,8,11,7,26,0,45,20,1,5,6,24,5,0,17,79.0,42.8
1644,1644,8,182,7,240,12,22,2,14,10,35,0,54,11,1,2,0,24,4,0,15,36.0,25.75
1645,1645,9,180,42,310,14,23,6,13,9,26,0,40,0,4,10,4,19,7,0,24,46.0,22.11
1646,1646,5,195,29,316,12,27,21,13,9,17,0,33,7,2,13,15,24,8,1,16,89.0,43.8
1647,1647,9,191,42,346,12,27,0,12,10,30,0,43,1,4,5,28,19,1,0,18,38.0,23.33
1648,1648,6,165,21,262,20,22,8,10,5,19,0,35,2,2,5,17,20,6,0,14,50.0,30.83
1649,1649,8,162,19,248,6,16,16,8,11,20,0,44,7,1,3,2,22,5,0,23,39.0,23.0
1650,1650,8,186,22,287,12,31,6,10,8,18,0,58,6,4,4,5,31,1,0,22,36.0,27.12
1651,1651,4,150,18,228,15,30,2,4,5,27,0,37,1,2,5,5,16,1,0,16,68.0,41.5
1652,1652,6,173,15,255,11,32,8,15,4,26,0,43,5,1,10,2,10,6,0,10,61.0,30.5
1653,1653,7,160,11,223,7,22,8,6,8,15,0,39,5,3,17,2,21,7,0,21,38.0,25.86
1654,1654,4,150,21,228,15,20,13,10,6,17,0,25,2,3,14,0,17,8,0,17,53.0,41.75
1655,1655,7,178,23,274,14,29,8,13,9,25,0,45,2,2,8,2,24,5,0,16,39.0,28.86
1656,1656,9,189,24,298,17,27,4,14,12,19,0,50,10,2,7,2,20,3,0,22,59.0,23.22
1657,1657,11,197,42,348,18,24,22,11,15,23,0,46,0,3,10,0,24,5,0,20,111.0,20.09
1658,1658,11,190,14,272,13,32,14,16,8,22,0,36,8,7,9,3,21,3,0,18,36.0,19.18
1659,1659,3,160,21,245,10,22,13,8,6,23,0,34,3,4,13,0,19,5,0,19,87.0,59.67
1660,1660,5,160,24,258,6,28,4,8,5,29,0,45,1,2,4,0,21,4,0,24,44.0,36.2
1661,1661,7,198,22,296,20,18,10,14,8,22,0,76,5,1,3,0,36,6,0,15,58.0,29.25
1662,1662,7,158,15,242,19,26,4,10,10,19,0,40,4,1,4,1,16,2,0,18,39.0,24.86
1663,1663,8,184,27,295,12,27,11,3,7,16,0,39,2,7,33,4,25,3,0,20,62.0,26.12
1664,1664,9,195,25,300,17,32,7,6,6,35,0,49,5,1,3,2,23,4,0,28,45.0,24.22
1665,1665,9,184,23,281,7,26,9,17,7,9,0,50,5,3,12,1,23,11,0,25,55.0,23.0
1666,1666,10,200,28,323,15,29,8,16,8,26,0,44,2,5,9,10,30,5,0,23,41.0,23.0
1667,1667,6,159,26,255,17,24,11,6,5,33,0,26,1,3,6,15,17,1,0,11,42.0,29.33
1668,1668,6,157,27,262,21,28,7,9,6,18,0,48,0,0,5,1,26,3,0,10,50.0,30.5
1669,1669,9,200,24,293,14,30,9,7,10,29,0,53,3,8,14,0,21,2,0,21,41.0,24.56
1670,1670,11,184,24,296,12,23,8,12,9,20,0,29,11,4,8,27,28,2,0,19,41.0,19.27
1671,1671,5,163,17,247,18,22,7,5,8,23,0,27,3,4,10,17,14,4,0,15,58.0,35.4
1672,1672,7,157,35,282,16,21,13,12,9,16,0,38,1,3,8,0,19,4,0,16,41.0,25.14
1673,1673,6,147,25,263,12,20,5,10,5,18,0,41,0,1,2,0,17,7,0,25,32.0,27.33
1674,1674,6,167,39,301,21,30,5,7,7,27,0,47,2,1,2,5,19,1,0,12,55.0,31.0
1675,1675,4,189,27,304,19,25,4,7,13,22,0,60,7,1,9,1,28,4,0,17,116.0,54.25
1676,1676,7,175,17,272,11,34,6,10,6,27,0,46,7,4,5,2,24,0,0,17,51.0,28.43
1677,1677,5,186,25,293,15,28,9,14,7,25,0,27,0,6,13,21,27,6,0,15,80.0,42.6
1678,1678,5,163,27,262,13,26,9,11,3,16,0,36,1,1,24,0,20,5,0,18,53.0,36.6
1679,1679,9,194,21,282,26,23,14,15,8,17,0,36,0,7,14,0,23,8,0,26,52.0,24.11
1680,1680,8,180,23,279,11,38,6,10,4,25,0,37,2,3,11,18,22,2,0,13,52.0,25.25
1681,1681,6,141,23,223,9,20,8,8,3,23,0,30,1,0,12,3,11,7,0,17,55.0,25.33
1682,1682,7,159,26,246,12,17,4,19,6,21,0,31,2,4,9,2,13,7,0,25,49.0,24.57
1683,1683,6,201,43,365,21,25,14,6,9,24,0,45,8,1,5,16,36,10,1,16,110.0,39.5
1684,1684,7,189,23,291,20,22,14,11,13,16,0,28,4,1,14,28,24,5,0,13,53.0,30.43
1685,1685,8,173,17,258,12,32,8,12,11,18,0,39,4,2,8,5,15,2,0,20,38.0,23.5
1686,1686,4,150,25,253,15,20,7,12,3,25,0,40,4,4,1,0,18,4,0,15,59.0,42.0
1687,1687,5,147,34,258,10,22,2,5,5,29,0,38,6,1,5,10,26,0,0,14,79.0,34.6
1688,1688,8,201,29,329,7,31,14,13,5,34,0,51,5,2,10,6,22,2,0,21,44.0,27.88
1689,1689,7,174,20,256,12,23,4,8,7,22,0,62,18,0,0,0,23,2,0,16,44.0,28.14
1690,1690,9,167,22,246,8,32,6,8,3,27,0,47,6,1,10,0,15,3,0,16,44.0,20.22
1691,1691,6,192,21,293,14,22,8,14,5,19,0,34,2,12,19,5,21,9,0,29,61.0,35.5
1692,1692,6,145,29,261,18,20,4,7,8,17,0,44,2,1,1,8,29,1,0,13,64.0,29.0
1693,1693,5,183,19,289,17,26,11,8,10,27,0,41,10,3,8,2,18,3,0,17,54.0,40.2
1694,1694,6,172,36,296,17,29,7,10,4,21,0,39,5,2,8,7,15,4,0,19,45.0,31.17
1695,1695,9,149,41,274,16,22,3,7,6,17,0,49,1,2,6,0,20,3,0,17,30.0,18.78
1696,1696,9,190,31,311,10,21,10,7,7,24,0,41,6,3,19,7,25,7,0,28,34.0,21.5
1697,1697,7,184,46,327,13,27,4,6,7,35,0,50,2,4,6,6,25,2,0,22,53.0,29.86
1698,1698,8,175,16,259,17,20,15,8,9,23,0,42,3,6,10,0,18,5,0,17,41.0,24.12
1699,1699,10,204,20,299,18,32,20,14,8,20,0,47,14,2,14,2,31,2,0,11,38.0,23.5
1700,1700,7,159,21,250,14,21,13,10,4,15,0,30,12,1,16,7,20,1,0,15,57.0,25.57
1701,1701,8,198,24,329,14,25,13,9,7,31,0,42,1,4,17,0,29,6,0,29,66.0,28.38
1702,1702,5,183,31,297,10,27,8,11,7,28,0,47,2,3,12,1,19,5,0,22,61.0,40.4
1703,1703,5,166,29,282,15,23,7,9,6,27,0,40,0,4,8,2,11,4,0,21,45.0,35.4
1704,1704,5,144,28,251,15,23,4,10,2,20,0,35,2,3,9,0,14,3,0,18,54.0,31.6
